company,source,ticker,created_datetime,sentiment_label,bert_text,lda_text
chipotle,stocktwits,CMG,2026-05-04T14:29:23Z,,$CMG time to wait another 3 months to find out nothings changed and see this in continual decline,time wait another months find out nothings changed see continual decline
chipotle,stocktwits,CMG,2026-05-04T14:25:18Z,Bullish,$CMG Another great dip buying opportunity IMHO,another great dip buying opportunity
chipotle,stocktwits,CMG,2026-05-04T14:04:15Z,,$CMG Price: $32.76 (-0.68%) Trend: Bearish Market Bias (7D): Sideways ⚖️ Expected Range: ±2.11% RSI: 35.8 | Momentum: Moderate Volume: -88.2% vs avg Volatility: 1.83% Support: $32.43 | Resistance: $37.08 Tools used: Code: INTERSTOCK25,price trend bearish bias sideways expected range rsi momentum moderate volume avg volatility support resistance tools used code interstock
chipotle,stocktwits,CMG,2026-05-04T13:57:25Z,,Largest PUT OI Increases $NVDA $WBD $CMG $TSLA $PINS,largest put increases
chipotle,stocktwits,CMG,2026-05-04T13:52:06Z,,$CMG lost all post er gains. really sick,lost all post gains sick
chipotle,stocktwits,CMG,2026-05-04T11:31:20Z,,$CMG Not a single catalyst on the horizon for this laggard hero-to-zero POS.,single catalyst horizon laggard hero zero pos
chipotle,stocktwits,CMG,2026-05-04T05:35:59Z,,$CMG Selling CC’s to cope with my $37 average😭 What happened to this company?!,selling cope average happened
chipotle,stocktwits,CMG,2026-05-04T03:53:27Z,,$CMG Anyone who thinks the prices are too high in stores does not have enough money to eat out and should likely apply for EBT…,anyone thinks prices too high stores enough money eat out likely apply ebt
chipotle,stocktwits,CMG,2026-05-04T02:46:36Z,Bearish,"$CMG Terrible food. And even terrible is the management who thinks his company has premium products. No you don’t Boatwrong, it’s literally a burrito company with dirty restaurant from counter to restroom. Lmfao. Fell for this company &amp; learned hard lesson. Now is just short for me for a long long time.",terrible food terrible management thinks premium products don boatwrong burrito dirty restaurant counter restroom lmfao fell amp learned hard lesson now short long long time
chipotle,stocktwits,CMG,2026-05-03T14:02:16Z,,Fundamental analysis of $CMG (CHIPOTLE MEXICAN GRILL INC) based on financial data and reported results. #CMG,fundamental analysis mexican grill inc based financial data reported results
chipotle,stocktwits,CMG,2026-05-03T13:09:24Z,,"Once i used to post challenges, profits, losses as is. Now ive stopped. A silent ego in me has been my fall. And the hurt of losing sometimes eats me so much. But then ive never let my persistence down. I kept trying to figure out how to be disciplined. Everyone should not only have goals and execution strategies, but also discipline and solid mindset. Without that we will never have success. Waiting patiently for the next big play or who knows i might be already in one $CRM $MSFT $ADBE $CMG $UNH",once used post challenges profits losses now ive stopped silent ego fall hurt losing sometimes eats ive never let persistence down kept trying figure out how disciplined everyone only goals execution strategies discipline solid mindset without never success waiting patiently next big play knows might already
chipotle,stocktwits,CMG,2026-05-02T21:29:29Z,,$CMG see if that fat orange pig orders tacos from here on Tuesday through DoorDash 🤣🤣🤣,see fat orange pig orders tacos here tuesday through doordash
chipotle,stocktwits,CMG,2026-05-02T00:48:33Z,,RECAP 5/1 Unusual Puts: $CMG Jun05 29 P $INTC May08 93 P $NVDA Jun 160 P $BMY May29 57 P,recap unusual puts jun may jun may
chipotle,stocktwits,CMG,2026-05-01T20:39:24Z,,$CMG imagine buying this 5 years ago and thinking it was a good investment…you would still be down today,imagine buying years ago thinking good investment down today
chipotle,stocktwits,CMG,2026-05-01T20:02:05Z,Bullish,$CMG the tiny little gain on earnings report was evaporated in just two days this low iq ceo should get kicked out look how the former ceo helped $SBUX come back,tiny little gain earnings report evaporated days low ceo kicked out look how former ceo helped come back
chipotle,stocktwits,CMG,2026-05-01T20:01:52Z,,RECAP 5/1 Unusual Puts: $CMG Jun05 29 P $INTC May08 93 P $NVDA Jun 160 P $BMY May29 57 P Live Breaking trading news,recap unusual puts jun may jun may live breaking trading news
chipotle,stocktwits,CMG,2026-05-01T19:58:05Z,Bullish,"$CMG i think the options chain got us today, and might go a little lower next week",options chain today might little lower next week
chipotle,stocktwits,CMG,2026-05-01T19:44:28Z,Bullish,$CMG went from loving chipotle to hating it after 2 years in this ugh….,went loving hating after years ugh
chipotle,stocktwits,CMG,2026-05-01T19:37:46Z,,$CMG DOWN $3 FROM WEDNESDAY NIGHT&#39;S HIGH!,down wednesday night high
chipotle,stocktwits,CMG,2026-05-01T18:29:12Z,,"$TXRH Daily. Not everything is ignoring consumer headwinds: Texas Roadhouse (and $CMG) former restaurant winners acting poorly. Roadhouse on cusp of major breakdown, in clear downtrend",daily everything ignoring consumer headwinds texas roadhouse former restaurant winners acting poorly roadhouse cusp major breakdown clear downtrend
chipotle,stocktwits,CMG,2026-05-01T18:22:40Z,,"$CMG Operating margin fell to 12.9% from 16.7% a year earlier, adjusted restaurant-level operating margin declined to 23.7% from 26.2%, and adjusted diluted earnings per share dropped 17.2% to 24 cents.",operating margin fell year earlier adjusted restaurant level operating margin declined adjusted diluted earnings per dropped cents
chipotle,stocktwits,CMG,2026-05-01T18:15:01Z,,$CMG let&#39;s ignore the beat. a stock doesn&#39;t bleed for 4 hours nonstop on no news. fake manipulated bleeding while they accumulate shares. really a stop loss raid if you think about it.,let ignore beat doesn bleed hours nonstop news fake manipulated bleeding while accumulate stop loss raid about
chipotle,stocktwits,CMG,2026-05-01T18:13:02Z,,$CMG approaching 78.6 fib retrace at 32.88 on the earnings pop.,approaching fib retrace earnings pop
chipotle,stocktwits,CMG,2026-05-01T18:06:18Z,,"$CMG unnatural price action. slow manipulated bullshit bleed. if you dont see this, your iq must be 2.2",unnatural price action slow manipulated bullshit bleed dont see must
chipotle,stocktwits,CMG,2026-05-01T18:05:15Z,,$CMG what a fake ass rally yesterday,fake ass rally yesterday
chipotle,stocktwits,CMG,2026-05-01T18:03:38Z,,$CMG shorter’s paradise…unreal,shorter paradise unreal
chipotle,stocktwits,CMG,2026-05-01T17:46:04Z,,$CMG Is anyone surprised? It should have been up 3% yesterday on the market alone. Boatwrong is the wrong man for the job. Go hire someone from Chilis. They are killing it. Damnit🤬,anyone surprised yesterday alone boatwrong wrong man job hire someone chilis killing damnit
chipotle,stocktwits,CMG,2026-05-01T16:38:23Z,,$CMG gave back all of its tiny gaind after the er and on track for making new all time lows,gave back all tiny gaind after track making new all time lows
chipotle,stocktwits,CMG,2026-05-01T16:06:12Z,,"$CMG being suppressed and accumulated. earnings dont mean nothing if the motherfuckers who control the market dont want it to go up. they will let it run eventually, just not now.",being suppressed accumulated earnings dont mean nothing motherfuckers control dont want let run eventually now
chipotle,stocktwits,CMG,2026-05-01T15:27:50Z,Bearish,$CMG Didn’t this beat the earnings. Shitpotle is always Shitpotle. Won’t ever give a business to them.,didn beat earnings shitpotle always shitpotle won ever give business
chipotle,stocktwits,CMG,2026-05-01T15:16:05Z,Bullish,$CMG what&#39;s the reason for falling after beating the earning and analysts price upgrade?,reason falling after beating earning analysts price upgrade
chipotle,stocktwits,CMG,2026-05-01T14:27:50Z,,"@Lob_Wedge with marke rally like this, $CMG barely move only down. worst stock of the year, period",lob wedge marke rally barely move only down worst year period
chipotle,stocktwits,CMG,2026-05-01T14:01:57Z,,$CMG pathetic…worst investment ever,pathetic worst investment ever
chipotle,stocktwits,CMG,2026-05-01T13:51:52Z,Bullish,"$CMG Easily my worst stock pick, maybe more than $ORCL",easily worst pick maybe than
chipotle,stocktwits,CMG,2026-05-01T13:38:12Z,Bullish,"$CMG the options will create a wall at 34 today, unfortunately",options create wall today unfortunately
chipotle,stocktwits,CMG,2026-05-01T13:24:40Z,,$CMG back to being in red every single day,back being red every single day
chipotle,stocktwits,CMG,2026-05-01T10:38:28Z,Bullish,$NDLS Are we going to break 15$ today ? With some volume we can do it !! $BYND $CAKE $CMG $RRGB,going break today some volume
chipotle,stocktwits,CMG,2026-04-30T23:49:24Z,,"$CMG Consumer goods and downstream manufacturers face persistent margin pressure from elevated energy and logistics costs driven by geopolitical conflict, forcing downward earnings revisions despite stable or declining volumes. Learn more:",consumer goods downstream manufacturers face persistent margin pressure elevated energy logistics costs driven geopolitical conflict forcing downward earnings revisions despite stable declining volumes learn
chipotle,stocktwits,CMG,2026-04-30T19:30:43Z,,"$CMG nonstop sell off since the bell….random stocks are up more than this turd..heck, stocks this missed the earnings are up more….this is going to 20s…if this er couldn’t turn it around, nothing will",nonstop sell off since bell random than turd heck missed earnings going couldn turn around nothing
chipotle,stocktwits,CMG,2026-04-30T19:01:45Z,,"$INTC ripped some faces off this week. Still got mine thankfully. I am dealing with some sort of exhaustion, stress malfunction, still dealing with it, so no trading today. I am still short $CMG, held on thru the earnings report. I didnt get he move I was hoping for but am happy to still be in the trade. Back on Friday to close out the week.",ripped some faces off week mine thankfully dealing some sort exhaustion stress malfunction dealing trading today short held thru earnings report didnt move hoping happy trade back friday close out week
chipotle,stocktwits,CMG,2026-04-30T18:21:09Z,,"$CMG reported 0.24 EPS and 3,088 revenue for Q1.",reported eps revenue
chipotle,stocktwits,CMG,2026-04-30T17:59:02Z,,$CMG know Happy Hour is about BOOZE?,know happy hour about booze
chipotle,stocktwits,CMG,2026-04-30T17:47:36Z,,$CMG who’s will be under 30 by tomorrow…no amount of good news seems to move it up but tanks 5-10% daily on no news - one of the most hated stocks in the entire market,under tomorrow amount good news seems move tanks daily news hated entire
chipotle,stocktwits,CMG,2026-04-30T17:44:56Z,Bullish,$CMG avg. price target is $45 which is almost 40% up from here. it&#39;s bullish buy from here.,avg price target almost here bullish buy here
chipotle,stocktwits,CMG,2026-04-30T17:35:53Z,Bullish,"$NDLS Noodles rumor , Buy back announced in Q1??? The pdg has bonus of his annual wage if he sells the company before 31 december let&#39;s see $BYND $CMG $CAKE $MCD",noodles rumor buy back announced pdg bonus annual wage sells before december let see
chipotle,stocktwits,CMG,2026-04-30T17:17:44Z,,$CAVA $CMG $SBUX $EAT Expect good earnings from cabs that should be 130-150 stock in a year,expect good earnings cabs year
chipotle,stocktwits,CMG,2026-04-30T16:40:37Z,,@Sizzleman $CMG also reported surprise same store sales growth. Consumers coming back to perceived value QSRs.,sizzleman reported surprise same store sales growth consumers coming back perceived value qsrs
chipotle,stocktwits,CMG,2026-04-30T16:33:09Z,,Chipotle posts surprise same-store sales growth $cmg,posts surprise same store sales growth
chipotle,stocktwits,CMG,2026-04-30T15:35:48Z,Bullish,$NDLS Noodles will soon break 15$ $BYND $CMG $MCD $CAKE,noodles soon break
chipotle,stocktwits,CMG,2026-04-30T14:14:21Z,,$CMG another shit show!,another shit show
chipotle,stocktwits,CMG,2026-04-30T14:03:26Z,,$CMG Opportunity Citigroup raises target price to $46 from $44 Piper Sandler cuts target price to $42 from $44 Stephens raises target price to $39 from $38 Barclays cuts target price to $38 from $40,opportunity citigroup raises target price piper sandler cuts target price stephens raises target price barclays cuts target price
chipotle,stocktwits,CMG,2026-04-30T14:02:40Z,Bullish,$NDLS Soon 15$ nobody is ready !! $BYND $MCD $CMG $CAKE,soon nobody ready
chipotle,stocktwits,CMG,2026-04-30T13:48:04Z,,Small cap like $CMG is easily manipulated. short covered peacefully in the past 3 days,small cap easily manipulated short covered peacefully past days
chipotle,stocktwits,CMG,2026-04-30T13:47:27Z,,$CMG hopeless turd..drops 5% daily but can’t even stay up 2% after an earning beat,hopeless turd drops daily stay after earning beat
chipotle,stocktwits,CMG,2026-04-30T13:46:53Z,,$CMG WAS UP 8% LAST NIGHT! WHAT HAPPENED?,last night happened
chipotle,stocktwits,CMG,2026-04-30T13:40:45Z,,$CMG pos costing me $1200 today junk,pos costing today junk
chipotle,stocktwits,CMG,2026-04-30T13:35:20Z,,$CMG this one is cursed. any small pop is pushed down quickly. never hold gains,cursed any small pop pushed down quickly never hold gains
chipotle,stocktwits,CMG,2026-04-30T12:40:43Z,,April 30 💵 watchlist Potential reach $VIAV 60.54+ (EV+) $TTMI 167.83+ $CMG 36.03+ $XTLB Follow for great stocks watch ideas 📊,april watchlist potential reach follow great watch ideas
chipotle,stocktwits,CMG,2026-04-30T12:29:40Z,,$CMG (+4.9% pre) Chipotle posts surprise same-store sales growth in early sign chain could be breaking its slump,pre posts surprise same store sales growth early sign chain breaking slump
chipotle,stocktwits,CMG,2026-04-30T11:45:54Z,,"Research shows that if you greet the $CMG bowl filler with a big smile a nice “Hi! How are you today?” and ask for a “good scoop” of this or that, you get 17% more chicken and 11% more guacamole 🥑 than the grump who orders without a greeting and just says “chicken”.",research shows greet bowl filler big smile nice how today ask good scoop chicken guacamole than grump orders without greeting says chicken
chipotle,stocktwits,CMG,2026-04-30T11:31:47Z,,$CMG A 35+ close could very well signify the start of a turnaround here. GLTAL,close well signify start turnaround here gltal
chipotle,stocktwits,CMG,2026-04-30T04:00:52Z,Bullish,$CMG ​​Look &gt;&gt;$PTLO that book value is $6.50 that had 2 upgrades to $7.00 &amp; $9.00 last week with insiders buying at $7.50 &amp; higher that looks under value?,look book value upgrades amp last week insiders buying amp higher looks under value
chipotle,stocktwits,CMG,2026-04-30T03:51:08Z,,$CMG this will be in deep red within the first 30 mins of market open….nothing can keep it on the green anymore,deep red within first mins open nothing keep green anymore
chipotle,stocktwits,CMG,2026-04-30T03:15:23Z,Bullish,$CMG optimistic but pretty sure trump has some dumb shit planned that will kill our momentum,optimistic pretty sure trump some dumb shit planned kill momentum
chipotle,stocktwits,CMG,2026-04-30T02:29:31Z,,$TDOC $KLAC $F $CMG $CAKE AFTER-HOURS MOVERS: Currently Higher After Earnings: - Viavi Solutions (VIAV) up 25.0% - Impinj (PI) up 20.0% - TTM Technologies (TTMI) up 16.0% - FormFactor (FORM) up 15.8% - Qualcomm (QCOM) up 13.5% - PROCEPT BioRobotics (PRCT) up 11.8% - Carvana (CVNA) up 9.1% - FMC Corporation (FMC) up 5.9% - Alphabet (GOOGL) up 7.2% - O&#39;Reilly Automotive (ORLY) up 4.2% - Chipotle (CMG) up 3.8% - Amazon (AMZN) up 2.8% - Cheesecake Factory (CAKE) up 4.6% - Microsoft (MSFT) up 0.3% Currently Lower After Earnings. - Teladoc (TDOC) down 11.1% - KLA Corp. (KLAC) down 7.0% - Acadia Healthcare (ACHC) down 5.7% - Meta (META) down 7.0% - Waystar (WAY) down 6.1% - Equinix (EQIX) down 5.7% - Tenable Holdings (TENB) down 5.8% - Ford (F) down 1.3%,after hours movers currently higher after earnings viavi solutions viav impinj ttm technologies ttmi formfactor form qualcomm qcom procept biorobotics prct carvana cvna fmc corporation fmc alphabet googl reilly automotive orly amazon amzn cheesecake factory cake microsoft msft currently lower after earnings teladoc tdoc down kla corp klac down acadia healthcare achc down meta meta down waystar way down equinix eqix down tenable holdings tenb down ford down
chipotle,stocktwits,CMG,2026-04-30T02:12:57Z,Bullish,$SPY $QQQ $AMZN $SBUX $CMG - with consumers so strong … keep an eye into end of month Window dressing !,consumers strong keep eye end month window dressing
chipotle,stocktwits,CMG,2026-04-30T01:15:42Z,,"$CMG earnings just dropped. Watching the print closely, traffic numbers are what matter here, not just the headline beat. Margins under pressure with food costs sticky. If comps miss, this thing gets repriced fast. $SHAK setup looks interesting on any spillover.",earnings dropped watching print closely traffic numbers matter here headline beat margins under pressure food costs sticky comps miss gets repriced fast setup looks interesting any spillover
chipotle,stocktwits,CMG,2026-04-30T00:43:56Z,,"Twin Peaks, home of the 29° draft lager beer, the coldest beer in the south. I never visited a location but I did hear their advertisements on the radio often. Smokey Bones, Johnny Rockets, Fazolis, they arent the big names in casual dining. Applebee&#39;s. They are all shuttering locations all across the country. Its big news in the restaurant business. I guess in a way it is good news for $CMG -- less options must lead to more market share if you can weather the storm but the latest earnings report was not so good. Total Revenue was up 200M Q2Q on the back of rising prices and 300 new locations. Operating expenses were up 300M Q2Q. Cash flow was up 100M. Current Accounts were off 330M. Net income was off 80M with 300 new stores. 5B in long term leases is a big honking line item.",twin peaks home draft lager beer coldest beer south never visited location hear advertisements radio often smokey bones johnny rockets fazolis arent big names casual dining applebee all shuttering locations all across country big news restaurant business guess way good news less options must lead weather storm latest earnings report good total revenue back rising prices new locations operating expenses cash flow current accounts off net income off new stores long term leases big honking line item
chipotle,stocktwits,CMG,2026-04-29T23:41:50Z,,"Chipotle Mexican Grill is seeing more diners return even as menu prices rise, defying concerns from Wall Street about weakening restaurant demand. The company reported a surprise increase in same-store sales for the first quarter, covering a period marked by higher gas prices following the Iran conflict and broader economic uncertainty. Despite that positive signal, management remains cautious about the rest of the year, aligning with analysts who are still wary about the restaurant sector’s outlook. Investors reacted positively, with shares rising 6.2% in after-hours trading after the earnings report. Some analysts believe recent initiatives such as new menu items and a refreshed loyalty program could help support future growth, though the company is not yet signaling a strong acceleration ahead. $CMG",mexican grill seeing diners return menu prices rise defying concerns wall street about weakening restaurant demand reported surprise increase same store sales first quarter covering period marked higher gas prices following iran conflict broader economic uncertainty despite positive signal management remains cautious about rest year aligning analysts wary about restaurant sector outlook investors reacted positively rising after hours trading after earnings report some analysts believe recent initiatives such new menu items refreshed loyalty program help support future growth though yet signaling strong acceleration ahead
chipotle,stocktwits,CMG,2026-04-29T23:27:54Z,,$CMG ordered 2x chicken today … they skimped on me again .. fn bastards,ordered chicken today skimped again bastards
chipotle,stocktwits,CMG,2026-04-29T23:24:34Z,Bearish,$CMG stop using seed oils … assholes!,stop using seed oils assholes
chipotle,stocktwits,CMG,2026-04-29T23:12:21Z,,$CMG also remember this has a reputation of being healthy. whether or not it&#39;s healthy is another debate. but the public believes this is healthy food. mcdonalds has a reputation of being cancer causing junk.,remember reputation being healthy whether healthy another debate public believes healthy food mcdonalds reputation being cancer causing junk
chipotle,stocktwits,CMG,2026-04-29T23:08:21Z,,$CMG truly pathetic…drops 10% casually during a market rally week and can’t even recover half of the losses after an er beat near 10 year lows,truly pathetic drops casually during rally week recover half losses after beat near year lows
chipotle,stocktwits,CMG,2026-04-29T22:49:48Z,,"$CMG burrito cant be replaced by ai. cant be amazonized. the people cant afford narrative is bullshit. we are not talking about a 5 star restaurant with waiters where a burrito costs $30 plus some bullshit surcharge you dont understand. the burrito costs $11. if you get bullshit sides like chips and soda that&#39;s on you. if anything, bad economy is good for this.",burrito cant replaced cant amazonized cant afford narrative bullshit talking about star restaurant waiters burrito costs plus some bullshit surcharge dont understand burrito costs bullshit sides chips soda anything bad economy good
chipotle,stocktwits,CMG,2026-04-29T22:38:02Z,,$CMG who eats this diarrhea slop?,eats diarrhea slop
chipotle,stocktwits,CMG,2026-04-29T22:31:03Z,,$CMG This should open $38 to seriously wrecked the short,open seriously wrecked short
chipotle,stocktwits,CMG,2026-04-29T22:12:22Z,,"After-hours movers: Meta Platforms fell 6% despite strong quarterly results after raising full-year capex guidance to $125B–$145B (from $115B–$135B). Alphabet rose 4% after posting solid quarterly results, beating estimates on both revenue and earnings. Amazon dropped 1.5% despite strong results and outlook. Quarterly revenue reached $181.5B vs. $177.13B consensus. Q2 2026 revenue is المتوقع at $194B–$199B vs. $189.15B consensus. Microsoft declined 1.5% as results were seen as underwhelming, with Azure revenue growth in line with expectations. Qualcomm jumped 11%, reversing an initial 5% drop, despite disappointing guidance. Ford Motor gained 1.5%, trimming an earlier 7% rise after beating estimates. Q1 EPS was $0.66, $0.47 above the $0.19 estimate; revenue came in at $43.3B vs. $42.96B consensus. Chipotle Mexican Grill rose 1.4% after reporting in-line quarterly results. $CMG $QCOM $MSFT $AMZN $GOOGL",after hours movers meta platforms fell despite strong quarterly results after raising full year capex guidance alphabet rose after posting solid quarterly results beating estimates both revenue earnings amazon dropped despite strong results outlook quarterly revenue reached consensus revenue consensus microsoft declined results seen underwhelming azure revenue growth line expectations qualcomm jumped reversing initial drop despite disappointing guidance ford motor gained trimming earlier rise after beating estimates eps above estimate revenue came consensus mexican grill rose after reporting line quarterly results
chipotle,stocktwits,CMG,2026-04-29T22:06:15Z,Bullish,$CMG ​​Facts&gt;&gt;$PTLO that book value is $6.50 that had 2 upgrades to $7.00 &amp; $9.00 last week with insiders buying at $7.50 &amp; higher that looks under value,facts book value upgrades amp last week insiders buying amp higher looks under value
chipotle,stocktwits,CMG,2026-04-29T22:01:29Z,Bearish,"$CMG The call and cherry-picked bullet points were just lipstick for the pig. They are trending down and will have a very hard time trying to disguise it again when the massive, currently ongoing contraction in Q2 discretionary spending is on full display for their July call.",call cherry picked bullet points lipstick pig trending down hard time trying disguise again massive currently ongoing contraction discretionary spending full display july call
chipotle,stocktwits,CMG,2026-04-29T22:01:08Z,,$CMG 36.00 should stop rise if not 38 @ 200 dma will 🙏gl,stop rise dma
chipotle,stocktwits,CMG,2026-04-29T21:27:27Z,,"$CMG reality is it didnt tank, keeps nose above water, hardly a compelling buy",reality didnt tank keeps nose above water hardly compelling buy
chipotle,stocktwits,CMG,2026-04-29T21:27:14Z,,CNBC said $CMG lost its growth premium &amp; still down 50% from 2024 high!,cnbc said lost growth premium amp down high
chipotle,stocktwits,CMG,2026-04-29T21:25:18Z,,$CMG ok the worm 🐛 has turned here. reminds me of the comeback post ecoli outbreak 10+ years ago before a 300% advance.,worm turned here reminds comeback post ecoli outbreak years ago before advance
chipotle,stocktwits,CMG,2026-04-29T21:22:52Z,,CNBC IS TALKING ABOUT $CMG NOW!,cnbc talking about now
chipotle,stocktwits,CMG,2026-04-29T21:20:49Z,Bullish,"$CMG just delivered a Q1 that resets the narrative for this name. While the tape has been punishing the stock recently, the underlying numbers suggest the business is hitting an inflection point where it matters most: actual foot traffic. The headline beat on comparable sales (0.5% vs. expectations of a 0.8% decline) is the primary signal here. In a macro environment where the consumer is clearly pinched, Chipotle is managing to flip transactions back to green. The Data Points: Transaction Growth: This wasn&#39;t just a price-hike story. Guest counts are moving in the right direction. &quot;The increase was driven by new restaurant openings and, to a lesser extent, a 0.5% increase in comparable restaurant sales due to higher transactions of 0.6%&quot; Revenue Performance: Total revs hit $3.1 billion, a 7.4% YoY increase, narrowly beating the $3.07B consensus. The Menu Catalyst: The return of a fan favorite is doing the heavy lifting for traffic. &quot;The Chicken al Pastor dish that Chipotle reintroduced earlier this year has been the single biggest driver of consumer traffic at Chipotle recently.&quot; Management’s Buyback Floor: They aren&#39;t just talking about value... they&#39;re putting capital to work at levels higher than where we’ve been trading. &quot;During the first quarter of 2026 we repurchased $700.8 million of stock at an average price per share of $36.14.&quot; Nice! The Thesis: Margins did take a hit... adjusted restaurant-level operating margin fell to 23.7% due to beef and wage inflation... but that is a well known headwind. The washed out technical setup we’ve seen lately has likely priced in much of this margin compression. With the 0.6% transaction growth and 42 new Chipotlanes added this quarter, the operational engine is far more resilient than the recent price action implied. The setup, IMO, looks phenomenal here, and I’m looking to scale in methodically for the longer-term position. Good luck to everyone.",delivered resets narrative name while tape punishing recently underlying numbers suggest business hitting inflection point matters actual foot traffic headline beat comparable sales expectations decline primary signal here macro environment consumer clearly pinched managing flip transactions back green data points transaction growth wasn price hike story guest counts moving right direction quot increase driven new restaurant openings lesser extent increase comparable restaurant sales due higher transactions quot revenue performance total revs hit billion yoy increase narrowly beating consensus menu catalyst return fan favorite doing heavy lifting traffic quot chicken pastor dish reintroduced earlier year single biggest driver consumer traffic recently quot management buyback floor aren talking about value putting capital work levels higher than trading quot during first quarter repurchased million average price per quot nice thesis margins take hit adjusted restaurant level operating margin fell due beef wage inflation well known headwind washed out technical setup seen lately likely priced margin compression transaction growth new chipotlanes added quarter operational engine far resilient than recent price action implied setup looks phenomenal here looking scale methodically longer term position good luck everyone
chipotle,stocktwits,CMG,2026-04-29T21:12:38Z,,"$CMG yep, will be in deep red by morning…this is what happens when you put a clown as a ceo",yep deep red morning happens put clown ceo
chipotle,stocktwits,CMG,2026-04-29T21:10:58Z,,$CMG what did the clown ceo just say to drop this already ?,clown ceo say drop already
chipotle,stocktwits,CMG,2026-04-29T21:10:31Z,,$CMG WAS UP 8% NOW ONLY 2+ WHAT DID CEO SAY?,now only ceo say
chipotle,stocktwits,CMG,2026-04-29T21:09:17Z,,$CMG opened 49 new stores in 1st Quarter!,opened new stores quarter
chipotle,stocktwits,CMG,2026-04-29T21:07:17Z,,$CMG dumping already smh….literally below where it was one week ago by like 10% even after this er….,dumping already smh below week ago after
chipotle,stocktwits,CMG,2026-04-29T21:05:56Z,,Chipotle Heats Up As Sales Top Estimates — Stock Jumps $CMG,heats sales top estimates jumps
chipotle,stocktwits,CMG,2026-04-29T20:55:18Z,,"$CMG darn, should&#39;ve said &quot;$35.81&quot; for pyb instead 36s🫡😅",darn said quot quot pyb instead
chipotle,stocktwits,CMG,2026-04-29T20:54:04Z,Bullish,$CMG Chipotle rallies after posting a surprise positive comp for Q1,rallies after posting surprise positive comp
chipotle,stocktwits,CMG,2026-04-29T20:53:55Z,,$CMG not even back to where it was last week..hopeless,back last week hopeless
chipotle,stocktwits,CMG,2026-04-29T20:43:51Z,,$CMG HAD SO MANY PUTS TODAY I WAS SCARED OF MY STOCK LONG! I OWN $CMG AT $50!,many puts today scared long own
chipotle,stocktwits,CMG,2026-04-29T20:43:37Z,Bullish,"$CMG Chipotle Mexican Grill Non-GAAP EPS of $0.24 in-line, revenue of $3.1B beats by $30M",mexican grill non gaap eps line revenue beats
chipotle,stocktwits,CMG,2026-04-29T20:41:34Z,,"$CMG revenues up 7%, transactions up .6%. People are still showing up",revenues transactions showing
chipotle,stocktwits,CMG,2026-04-29T20:41:25Z,Bullish,$CMG MASSIVE SHORT SQUEEZE SETTING UP !!,massive short squeeze setting
chipotle,stocktwits,CMG,2026-04-29T20:37:43Z,,$CMG PROFITS BEING USED TO OPEN MORE STORES!,profits being used open stores
chipotle,stocktwits,CMG,2026-04-29T20:37:35Z,,$CMG I knew it. GO CHIPOTLE! BURNNNN SHORTSSSS,knew burnnnn shortssss
chipotle,stocktwits,CMG,2026-04-29T20:36:49Z,,"$CMG +7.1% AH to 35.28 on the Q1 print, high-protein menu pivot is landing better than the slow-burn rebuild narrative suggested. $46B mcap, 2x avg vol on the day, tape was already front-running with +16% on the month. Source:",print high protein menu pivot landing better than slow burn rebuild narrative suggested mcap avg vol day tape already front running month source
chipotle,stocktwits,CMG,2026-04-29T20:35:58Z,,$CMG cinco de mayo came early for chiptole $SPY,cinco mayo came early chiptole
chipotle,stocktwits,CMG,2026-04-29T20:34:02Z,,$CMG just paid 23 for a salmon bowl at $CAVA. Last week I got 4 bowls during Chipotles BOGO for the same price. Whoever says Chipotle is overpriced is insane.,paid salmon bowl last week bowls during chipotles bogo same price whoever says overpriced insane
chipotle,stocktwits,CMG,2026-04-29T20:33:27Z,,$CMG quarterly earnings of $0.24 per share which met the analyst consensus estimate. This is a 17.24 percent decrease over earnings of $0.29 per share from the same period last year. The company reported quarterly sales of $3.088 billion which beat the analyst consensus estimate of $3.069 billion by 0.62 percent. This is a 6.48 percent increase over sales of $2.900 billion the same period last year.,quarterly earnings per met analyst consensus estimate percent decrease over earnings per same period last year reported quarterly sales billion beat analyst consensus estimate billion percent percent increase over sales billion same period last year
chipotle,stocktwits,CMG,2026-04-29T20:32:11Z,,"$CMG Q1 &#39;26 Earnings Results &amp; Recap • Reported GAAP EPS of $0.23 down -20.69% YoY • Reported revenue of $3.09B up 7.41% YoY • For 2026, Chipotle anticipates full year comparable restaurant sales to be about flat and plans 350 to 370 new restaurant openings, including 10 to 15 international partner-operated locations.",earnings results amp recap reported gaap eps down yoy reported revenue yoy anticipates full year comparable restaurant sales about flat plans new restaurant openings including international partner operated locations
chipotle,stocktwits,CMG,2026-04-29T20:22:30Z,,AH watch 🏆 all 1 Day $CMG $VIAV $TTMI ( $ABNB ),watch all day
chipotle,stocktwits,CMG,2026-04-29T20:20:10Z,,$CMG at this level earning does not matter,level earning matter
chipotle,stocktwits,CMG,2026-04-29T20:15:28Z,,$CMG uhh so what time are earnings coming out?,uhh time earnings coming out
chipotle,stocktwits,CMG,2026-04-29T20:15:02Z,,$CMG Will be sub $31 by end of day and I’m a bad holder,sub end day bad holder
